epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,4585.83,0.72216,0.44232,0.95154,0.75323,0.57005,0.57062,0.49733,0.55362,0.33085,0.79024,0.003961,0.003961,0.003961
63,4667.14,0.73126,0.44305,0.96238,0.66284,0.58468,0.58355,0.49758,0.56347,0.31938,0.79335,0.003862,0.003862,0.003862
64,4742.48,0.7385,0.45848,0.95876,0.67696,0.57005,0.57859,0.47342,0.60018,0.32975,0.80123,0.003763,0.003763,0.003763
65,4819.94,0.78313,0.48033,0.98677,0.68607,0.53595,0.54432,0.47893,0.59142,0.36897,0.80178,0.003664,0.003664,0.003664
66,4904.03,0.75677,0.4605,0.97606,0.63157,0.5601,0.55154,0.49917,0.53672,0.32279,0.79308,0.003565,0.003565,0.003565
67,4977.78,0.75276,0.46449,0.96673,0.82,0.5287,0.54979,0.49081,0.53618,0.34105,0.78963,0.003466,0.003466,0.003466
68,5048.51,0.7581,0.4595,0.98146,0.69061,0.5426,0.55491,0.48265,0.56221,0.33386,0.79258,0.003367,0.003367,0.003367
69,5119.6,0.71268,0.44006,0.95941,0.69591,0.54803,0.56426,0.50609,0.57115,0.3304,0.79873,0.003268,0.003268,0.003268
70,5190.2,0.69442,0.41779,0.93552,0.82404,0.53413,0.55342,0.49854,0.56615,0.34164,0.79352,0.003169,0.003169,0.003169
71,5260.24,0.73656,0.45584,0.96829,0.7015,0.54649,0.56327,0.49164,0.58351,0.341,0.79235,0.00307,0.00307,0.00307
72,5330.08,0.68407,0.42385,0.93959,0.67112,0.55044,0.56276,0.47274,0.60905,0.35215,0.80142,0.002971,0.002971,0.002971
73,5400.35,0.72106,0.44713,0.96675,0.66638,0.54803,0.56517,0.50301,0.50846,0.33213,0.78323,0.002872,0.002872,0.002872
74,5469.79,0.71938,0.44787,0.96899,0.73257,0.55044,0.57787,0.5053,0.53128,0.32087,0.78415,0.002773,0.002773,0.002773
75,5540.8,0.71851,0.43006,0.95576,0.71515,0.54803,0.56943,0.50767,0.50399,0.31002,0.77785,0.002674,0.002674,0.002674
76,5612.88,0.68445,0.41399,0.95755,0.67454,0.56899,0.58226,0.50391,0.52789,0.31354,0.7848,0.002575,0.002575,0.002575
77,5691.72,0.70905,0.44194,0.94532,0.89156,0.5287,0.57276,0.51602,0.47911,0.29833,0.7786,0.002476,0.002476,0.002476
78,5777.3,0.70462,0.425,0.95258,0.75205,0.54787,0.5863,0.50024,0.55533,0.3173,0.79746,0.002377,0.002377,0.002377
79,5860.6,0.68794,0.42485,0.95153,0.66376,0.56847,0.58434,0.50989,0.48491,0.29659,0.78334,0.002278,0.002278,0.002278
80,5937.47,0.67599,0.41047,0.94686,0.67342,0.57232,0.58433,0.50559,0.49126,0.30401,0.77852,0.002179,0.002179,0.002179
81,6016.35,0.6969,0.41938,0.94772,0.68571,0.55527,0.57018,0.5013,0.48749,0.30891,0.77705,0.00208,0.00208,0.00208
82,6091.43,0.64881,0.39294,0.92741,0.66671,0.56834,0.5658,0.5014,0.5257,0.30483,0.78545,0.001981,0.001981,0.001981
83,6168.98,0.72663,0.45181,0.96678,0.65549,0.5601,0.5658,0.49423,0.53838,0.31033,0.78817,0.001882,0.001882,0.001882
84,6239.53,0.67907,0.40702,0.94556,0.84153,0.53112,0.56909,0.49601,0.53683,0.31232,0.78512,0.001783,0.001783,0.001783
85,6311.98,0.69157,0.41549,0.93356,0.68849,0.56152,0.57693,0.49201,0.53662,0.30507,0.7843,0.001684,0.001684,0.001684
86,6383.57,0.62941,0.38736,0.92841,0.70359,0.55349,0.5816,0.51091,0.49935,0.28825,0.7807,0.001585,0.001585,0.001585
87,6455.85,0.67594,0.41486,0.94502,0.73787,0.54879,0.56965,0.5164,0.46268,0.27972,0.77736,0.001486,0.001486,0.001486
88,6529.14,0.66024,0.39485,0.93516,0.73022,0.55043,0.56957,0.5115,0.48327,0.29368,0.77583,0.001387,0.001387,0.001387
89,6599.35,0.65487,0.40101,0.94652,0.71268,0.55786,0.57666,0.51581,0.44776,0.28774,0.77019,0.001288,0.001288,0.001288
90,6669.73,0.68121,0.40806,0.93645,0.72695,0.56024,0.58068,0.49825,0.54358,0.30867,0.78396,0.001189,0.001189,0.001189
91,6739.26,0.6881,0.41144,0.87853,0.98044,0.50109,0.57568,0.50125,0.52908,0.30874,0.78239,0.00109,0.00109,0.00109
92,6808.55,0.65357,0.38696,0.87078,0.73226,0.56024,0.58949,0.48493,0.55389,0.31093,0.78457,0.000991,0.000991,0.000991
93,6879.34,0.64738,0.37818,0.88388,0.78028,0.54561,0.57795,0.48962,0.54286,0.32285,0.78141,0.000892,0.000892,0.000892
94,6952.42,0.6656,0.40493,0.87631,0.65972,0.56749,0.58228,0.51299,0.49596,0.29512,0.77656,0.000793,0.000793,0.000793
95,7026.1,0.65675,0.38838,0.87334,0.64703,0.56749,0.5827,0.50847,0.50402,0.2989,0.77741,0.000694,0.000694,0.000694
96,7101.11,0.67072,0.39249,0.87565,0.69705,0.55527,0.58623,0.50864,0.49338,0.2914,0.77408,0.000595,0.000595,0.000595
97,7175.9,0.66068,0.38482,0.86444,0.81173,0.53879,0.58302,0.49986,0.50711,0.29815,0.77691,0.000496,0.000496,0.000496
98,7245.91,0.63007,0.3807,0.8658,0.80986,0.54368,0.59163,0.5121,0.49728,0.2917,0.77754,0.000397,0.000397,0.000397
99,7316.83,0.63361,0.37726,0.87102,0.67734,0.57715,0.59208,0.5174,0.48607,0.28975,0.77612,0.000298,0.000298,0.000298
100,7386.29,0.6227,0.3677,0.86058,0.80315,0.54561,0.5901,0.51418,0.4853,0.28936,0.77535,0.000199,0.000199,0.000199
