epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,2148.16,0.92551,0.57825,1.03472,0.83869,0.5189,0.53897,0.44822,0.70979,0.44411,0.81672,0.004258,0.004258,0.004258
31,2218.88,0.84907,0.52565,1.01076,0.98655,0.47968,0.51998,0.42732,0.81855,0.42743,0.849,0.00406,0.00406,0.00406
32,2290.91,0.88031,0.5615,1.0212,0.97815,0.47968,0.52823,0.4537,0.66302,0.39888,0.81406,0.003862,0.003862,0.003862
33,2365.68,0.86995,0.54521,1.00599,0.98868,0.47968,0.51378,0.43313,0.79223,0.43211,0.85071,0.003664,0.003664,0.003664
34,2437.84,0.80527,0.50362,0.9898,0.98913,0.47968,0.53212,0.46984,0.62959,0.37873,0.81258,0.003466,0.003466,0.003466
35,2507.17,0.84258,0.53325,0.99499,0.98517,0.47968,0.52122,0.42642,0.87924,0.43985,0.86955,0.003268,0.003268,0.003268
36,2576.29,0.81154,0.49988,0.98511,0.98702,0.47968,0.52196,0.45229,0.75129,0.41237,0.82659,0.00307,0.00307,0.00307
37,2644.52,0.85498,0.51169,0.98852,0.9843,0.47968,0.526,0.47824,0.63805,0.38069,0.80421,0.002872,0.002872,0.002872
38,2712.13,0.87833,0.54259,1.00437,0.98725,0.47968,0.53014,0.48253,0.61384,0.38829,0.80252,0.002674,0.002674,0.002674
39,2780.27,0.8258,0.5196,0.99377,0.97609,0.47968,0.5238,0.47061,0.63451,0.38082,0.80236,0.002476,0.002476,0.002476
40,2848.72,0.7614,0.47767,0.96836,0.98848,0.47968,0.52151,0.4467,0.74971,0.39905,0.82318,0.002278,0.002278,0.002278
41,2916.46,0.74202,0.46414,0.88821,0.98885,0.47968,0.53898,0.44571,0.82677,0.41719,0.8457,0.00208,0.00208,0.00208
42,2984.08,0.80193,0.48452,0.91354,0.98794,0.47968,0.52507,0.47907,0.62334,0.3703,0.79698,0.001882,0.001882,0.001882
43,3051.36,0.75974,0.46914,0.89372,0.98754,0.47968,0.54323,0.46816,0.63398,0.3678,0.7992,0.001684,0.001684,0.001684
44,3118.7,0.73951,0.45589,0.8943,0.71361,0.54817,0.54703,0.47428,0.62699,0.35729,0.79465,0.001486,0.001486,0.001486
45,3186.36,0.7391,0.45346,0.8929,0.66967,0.55895,0.55155,0.4796,0.59643,0.34659,0.78744,0.001288,0.001288,0.001288
46,3254.07,0.74942,0.4582,0.90656,0.98495,0.47968,0.53768,0.48273,0.58348,0.34769,0.78309,0.00109,0.00109,0.00109
47,3321.43,0.76961,0.46042,0.89978,0.9851,0.47968,0.5222,0.46078,0.6244,0.35403,0.79003,0.000892,0.000892,0.000892
48,3388.76,0.74711,0.44295,0.88998,0.7237,0.53451,0.54915,0.46305,0.60928,0.34894,0.78818,0.000694,0.000694,0.000694
49,3456.49,0.72741,0.44176,0.88135,0.74863,0.53836,0.54844,0.46316,0.66904,0.36892,0.7991,0.000496,0.000496,0.000496
50,3523.97,0.72826,0.436,0.87963,0.77808,0.53595,0.54506,0.46559,0.66893,0.36164,0.79905,0.000298,0.000298,0.000298
